person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,87500,0,2.0,4,1,1600,9.88,0,0.02,0,2
23,63000,0,7.0,1,0,20000,7.9,0,0.32,0,2
24,35000,3,8.0,0,2,10000,13.48,0,0.29,0,4
23,22790,3,7.0,5,0,2400,8.94,0,0.11,0,4
32,40000,3,2.0,3,2,4000,13.79,0,0.1,0,6
23,37500,3,0.0,4,0,1800,8.94,0,0.05,0,2
31,75000,0,4.0,0,1,13800,10.99,0,0.18,0,9
22,40000,0,5.0,3,1,8000,10.74,0,0.2,0,3
26,51600,3,1.0,2,0,5000,8.94,1,0.1,0,2
24,48960,0,8.0,5,4,10000,18.39,0,0.2,0,3
23,120000,0,7.0,5,2,6000,13.06,0,0.05,0,4
27,60000,3,6.0,0,1,4500,12.69,0,0.07,0,7
33,49548,3,6.0,0,2,2800,12.84,0,0.06,1,5
37,32000,3,4.0,0,2,10000,13.79,1,0.31,0,15
22,95000,0,1.0,5,2,7200,12.23,0,0.08,1,4
22,40000,0,6.0,0,2,5000,12.99,0,0.13,1,2
50,85000,3,1.0,2,2,17500,13.49,0,0.21,0,17
23,35000,3,6.0,1,1,17000,10.37,1,0.49,0,2
25,72000,0,9.0,1,0,3200,6.39,0,0.04,0,3
22,40000,3,6.0,1,1,14000,10.99,1,0.35,0,4
31,78000,3,1.0,1,0,14000,9.63,0,0.18,0,5
29,104000,0,7.0,0,0,35000,7.49,0,0.34,0,8
23,80000,3,3.0,1,3,4000,14.46,0,0.05,1,4
31,105600,3,5.0,0,1,17700,10.99,0,0.17,0,6
26,47000,2,8.0,5,0,12500,8.49,0,0.27,0,2
38,20640,3,2.0,3,2,3500,12.61,0,0.17,1,16
24,37200,3,3.0,5,3,2000,10.99,1,0.05,0,2
27,70800,0,0.0,1,6,20000,21.21,1,0.28,1,8
23,30000,0,5.0,3,0,1000,7.4,0,0.03,0,2
32,40020,3,2.0,0,2,9000,14.35,0,0.22,0,6
22,40000,0,3.0,0,0,2000,7.9,0,0.05,0,2
36,51996,0,8.0,3,1,7500,10.51,0,0.14,0,15
35,72000,0,2.0,0,0,10750,7.51,0,0.15,0,9
22,34000,3,2.0,2,3,11000,15.99,1,0.32,0,3
29,22500,3,1.0,1,1,6000,11.83,0,0.27,0,9
25,61000,3,1.0,4,1,14400,12.53,0,0.24,0,2
28,99400,0,6.0,3,1,4800,10.99,0,0.05,0,7
24,83290,0,5.0,0,0,6000,9.32,1,0.07,0,3
47,52000,2,2.0,5,1,5000,10.08,0,0.1,0,12
24,37000,3,3.0,3,4,5000,16.45,1,0.14,0,3
25,105000,0,6.0,5,3,6500,13.87,0,0.06,1,3
25,30004,3,3.0,0,3,3800,14.84,1,0.13,0,2
43,29004,2,3.0,3,0,5000,7.88,0,0.17,0,11
35,38004,3,4.0,3,1,10000,9.99,0,0.26,0,7
30,66560,0,10.0,0,0,2500,6.39,0,0.04,0,7
22,38000,0,3.0,0,0,6000,7.51,0,0.16,0,4
28,73000,0,6.0,4,1,15000,11.83,0,0.21,0,7
33,49548,3,6.0,4,2,2800,12.84,0,0.06,0,8
27,98004,3,8.0,5,0,10000,6.54,0,0.1,0,7
39,95000,0,3.0,2,3,20000,14.84,0,0.21,1,11
24,90000,0,4.0,5,1,1700,10.75,0,0.02,0,3
24,57500,3,4.0,0,2,2525,10.99,0,0.04,1,4
22,74000,0,6.0,1,0,4000,7.51,1,0.05,0,3
24,31200,3,7.0,3,1,8000,11.49,0,0.26,0,2
26,78000,2,2.0,5,2,2400,14.72,0,0.03,1,3
27,30000,3,8.0,3,0,5600,10.99,0,0.19,0,6
31,30000,3,1.0,0,0,5600,7.74,0,0.19,0,7
34,30000,0,4.0,0,0,4300,7.9,0,0.14,0,5
28,58000,0,8.0,5,0,9600,7.49,0,0.17,0,7
25,122000,0,8.0,0,2,10000,13.57,0,0.08,1,4
24,14400,3,1.0,1,2,1875,13.49,0,0.13,1,2
42,68000,0,2.0,5,0,5000,7.51,0,0.07,0,17
31,65000,0,11.0,4,1,5000,10.99,0,0.08,0,5
26,36400,3,3.0,3,0,5000,8.9,0,0.14,0,4
30,57000,0,3.0,3,4,9000,17.93,1,0.16,1,6
24,85000,3,1.0,3,0,11000,6.91,0,0.13,0,2
24,90000,3,8.0,4,1,10000,10.99,0,0.11,0,4
24,62000,3,4.0,2,2,2000,13.49,0,0.03,1,3
23,40100,3,7.0,3,1,12000,9.91,0,0.3,0,2
24,35000,3,7.0,1,0,3500,6.99,0,0.1,0,2
23,75000,3,7.0,1,2,18000,12.73,0,0.24,1,4
39,40000,2,4.0,5,1,1000,10.37,0,0.03,0,16
24,45000,0,0.0,3,1,3000,10.99,0,0.07,0,3
22,107004,0,2.0,1,0,10000,7.29,0,0.09,0,3
22,47000,0,3.0,3,0,15000,7.66,0,0.32,0,2
29,33600,0,3.0,3,1,12000,11.83,0,0.36,0,6
29,39000,3,1.0,2,3,10000,14.11,1,0.26,1,7
26,51000,3,3.0,2,2,5500,13.49,1,0.11,1,2
25,123144,3,2.0,3,1,12000,10.75,0,0.1,0,2
38,92904,0,8.0,3,1,5375,10.51,0,0.06,0,16
27,33600,3,4.0,4,1,3200,11.99,0,0.1,0,9
24,40000,0,5.0,2,0,15000,7.49,0,0.38,0,2
37,43200,3,5.0,5,1,18000,8.88,1,0.42,0,16
24,48000,3,3.0,1,1,5000,11.89,0,0.1,0,2
22,53808,0,5.0,5,0,6000,8.9,0,0.11,0,2
24,55000,3,5.0,0,1,8500,9.88,0,0.15,0,2
23,45000,3,0.0,1,0,5000,7.75,0,0.11,0,3
29,20000,3,3.0,0,1,1200,11.71,1,0.06,0,7
33,62400,3,4.0,1,1,15000,11.99,0,0.24,0,8
33,30000,3,0.0,0,0,6500,8.49,0,0.22,0,10
30,30000,0,6.0,1,1,10000,9.91,0,0.33,0,10
22,42000,3,3.0,4,2,10000,13.98,0,0.24,0,2
27,59004,2,8.0,3,1,24250,11.49,0,0.41,0,9
29,56000,2,5.0,1,0,9200,6.03,0,0.16,0,9
22,105000,3,6.0,3,0,7000,7.74,0,0.07,0,3
23,28800,3,0.0,0,0,6000,8.94,0,0.21,0,3
57,15000,0,1.0,0,2,3000,12.68,1,0.2,0,23
35,71004,3,0.0,5,1,2375,9.25,0,0.03,0,9
24,46800,0,8.0,5,2,6000,14.22,0,0.13,1,4
22,40000,3,2.0,0,1,8000,11.36,0,0.2,0,4
25,11000,3,3.0,3,1,3400,10.99,1,0.31,0,2
24,67000,0,9.0,1,0,10400,5.99,0,0.16,0,2
23,70000,0,7.0,1,1,4000,10.99,0,0.06,0,4
24,33396,3,3.0,4,3,2800,16.0,1,0.08,0,3
30,85000,0,0.0,2,2,18000,13.06,0,0.21,0,5
43,54000,3,0.0,1,0,8725,7.29,0,0.16,0,14
23,105000,0,7.0,0,1,12000,10.25,0,0.11,0,3
22,57000,0,4.0,1,0,12875,7.9,0,0.23,0,2
21,30000,3,0.0,5,0,5000,8.59,0,0.17,0,2
23,62000,2,2.0,5,1,5575,10.99,0,0.09,0,3
32,34000,3,0.0,1,1,7500,10.01,1,0.22,0,5
22,51996,2,6.0,5,2,8400,12.98,0,0.16,1,4
27,21600,3,0.0,2,3,6000,18.07,1,0.28,0,7
22,21600,3,2.0,1,2,3000,13.49,0,0.14,0,3
26,55000,0,10.0,5,2,2800,13.49,0,0.05,0,2
28,50000,0,12.0,5,1,3000,10.36,0,0.06,0,7
21,33600,3,5.0,4,1,9000,11.86,1,0.27,0,4
36,58000,3,2.0,2,2,9275,14.72,0,0.16,1,16
26,80000,3,2.0,1,0,10000,8.49,0,0.13,0,4
27,20000,3,2.0,3,1,4000,10.65,0,0.2,0,8
35,27204,0,16.0,4,0,1800,7.74,0,0.07,0,7
23,31000,0,6.0,1,1,18500,10.99,0,0.6,0,4
25,100000,3,1.0,5,1,25000,9.33,0,0.25,0,4
26,35000,3,7.0,3,1,14575,10.65,1,0.42,0,3
36,60996,0,8.0,0,1,15000,9.63,0,0.25,0,14
21,24996,3,0.0,0,3,5000,10.99,1,0.2,0,3
25,36000,0,2.0,3,2,13750,13.22,1,0.38,1,3
33,68500,3,6.0,2,1,8000,10.62,0,0.12,0,6
23,42504,3,0.0,3,1,18250,10.25,1,0.43,0,3
25,72000,0,1.0,2,0,2100,7.66,0,0.03,0,3
33,34000,3,5.0,5,1,2400,11.99,0,0.07,0,9
28,55000,3,6.0,3,2,12000,14.27,0,0.22,1,10
24,87000,0,7.0,2,1,25000,10.99,0,0.29,0,2
33,22356,3,2.0,3,0,6000,7.9,0,0.27,0,8
27,48996,3,3.0,1,1,12000,12.53,0,0.24,0,8
30,91000,0,14.0,5,1,13600,12.42,0,0.15,0,7
23,140000,0,7.0,4,0,12000,8.49,0,0.09,0,3
26,125000,0,10.0,4,0,10200,7.49,0,0.08,0,4
24,35000,3,4.0,3,0,1850,7.12,0,0.05,0,3
37,91800,0,0.0,3,5,5000,19.47,1,0.05,1,16
37,22800,2,18.0,1,0,7000,6.03,0,0.31,0,12
22,69000,0,6.0,4,2,7800,12.41,0,0.11,1,3
31,57800,3,2.0,3,4,25000,17.19,1,0.37,0,8
25,62000,3,2.0,5,0,6000,10.99,0,0.1,0,3
23,42000,3,2.0,1,1,12000,10.65,0,0.29,0,4
25,50606,3,3.0,3,0,6200,10.99,0,0.12,0,4
22,21600,3,6.0,4,3,1600,10.99,0,0.07,1,4
26,69846,3,2.0,1,5,22500,18.99,1,0.32,1,2
31,24000,3,2.0,0,0,3000,7.49,0,0.13,0,10
25,86000,0,9.0,2,1,5000,10.36,1,0.06,0,2
25,70550,3,6.0,3,4,10000,16.77,1,0.12,0,3
33,53004,3,0.0,4,2,20000,13.04,1,0.38,0,10
30,30475,3,2.0,2,1,7000,10.99,1,0.23,0,5
23,60000,3,0.0,5,0,8400,7.49,0,0.14,0,3
30,21600,3,2.0,0,2,1500,14.72,0,0.07,1,8
37,69000,2,12.0,2,0,12000,9.32,0,0.17,0,13
28,39000,3,12.0,0,1,5250,11.49,0,0.13,0,8
23,34320,3,5.0,0,5,7000,18.3,1,0.2,1,3
26,22406,3,5.0,4,0,2500,6.76,1,0.11,0,4
24,54000,0,5.0,5,0,4000,5.42,0,0.07,0,2
26,45000,3,1.0,3,1,4000,12.21,0,0.09,0,2
25,48659,3,4.0,1,1,7500,10.99,0,0.15,0,4
22,70000,0,6.0,3,0,6000,6.03,0,0.09,0,2
24,65000,3,5.0,0,0,12000,8.9,0,0.18,0,2
27,136000,0,3.0,4,0,5000,6.17,0,0.04,0,10
22,30000,2,6.0,5,0,6000,7.49,0,0.2,0,3
33,30000,0,1.0,3,0,5000,10.99,0,0.17,0,9
29,91440,3,13.0,2,0,23000,6.54,0,0.25,0,7
22,28800,2,2.0,4,0,2000,10.99,0,0.07,0,2
37,85000,3,21.0,5,0,1200,8.9,0,0.01,0,13
22,50000,3,6.0,0,4,18250,16.7,1,0.36,1,3
31,36000,3,4.0,3,1,8000,10.65,0,0.22,0,6
24,26000,3,6.0,4,1,10000,10.99,1,0.38,0,4
35,39000,0,5.0,2,1,15000,10.99,0,0.38,0,9
23,26976,3,4.0,4,0,9000,7.51,1,0.33,0,4
24,52000,3,8.0,0,1,3000,11.49,0,0.06,0,4
28,80000,2,12.0,1,0,8400,7.9,0,0.1,0,5
27,56000,2,7.0,5,2,1000,14.65,0,0.02,0,8
23,60000,3,4.0,3,0,5400,7.49,0,0.09,0,3
27,44200,0,11.0,3,2,11500,15.27,0,0.26,1,10
27,30000,3,2.0,1,0,8600,7.51,0,0.29,0,8
28,48000,3,5.0,0,1,15000,11.99,1,0.31,0,10
40,72000,0,18.0,0,0,14500,7.88,0,0.2,0,12
24,47211,2,8.0,2,1,10000,11.83,0,0.21,0,3
23,138000,0,7.0,4,1,2700,11.86,0,0.02,0,2
28,24000,0,12.0,0,0,5000,9.32,0,0.21,0,10
24,60000,0,8.0,1,1,3000,10.65,0,0.05,0,2
30,90000,3,14.0,0,0,18000,8.94,0,0.2,0,7
24,78000,3,4.0,0,3,30000,10.99,1,0.38,1,4
26,59497,2,2.0,3,4,7000,17.88,1,0.1,0,2
31,33225,0,13.0,4,1,13500,10.59,0,0.41,0,6
36,36000,2,11.0,5,0,15000,7.9,0,0.42,0,12
23,29124,3,3.0,1,1,1600,10.83,0,0.05,0,4
23,80000,0,4.0,3,1,8000,10.99,0,0.1,0,3
24,52000,2,4.0,0,3,7000,14.09,0,0.13,1,4
27,120000,0,3.0,4,1,14000,11.99,0,0.12,0,7
41,88712,3,2.0,5,1,16000,10.95,0,0.18,0,15
22,72204,1,6.0,5,2,18000,12.53,0,0.25,0,3
32,37000,3,3.0,2,2,4650,13.49,1,0.13,0,7
23,113200,0,3.0,1,1,24250,10.62,0,0.21,0,3
23,28644,0,2.0,1,1,10000,10.75,0,0.35,0,2
38,46150,0,6.0,5,0,6500,6.03,0,0.14,0,15
29,127000,0,1.0,4,1,24250,11.36,0,0.19,0,8
25,36480,3,4.0,0,0,5000,6.54,0,0.14,0,2
28,30000,3,0.0,3,3,11500,14.46,1,0.38,1,5
32,56784,2,3.0,3,3,12000,14.96,0,0.21,1,5
24,56000,3,2.0,0,1,13000,11.83,0,0.23,0,4
28,30422,2,12.0,4,0,5000,8.49,0,0.16,0,9
22,80000,3,1.0,4,1,14400,11.71,0,0.18,0,2
22,40800,3,5.0,1,0,2000,6.62,0,0.05,0,3
23,65488,3,1.0,0,1,10000,11.86,0,0.15,0,3
22,27996,3,0.0,1,3,2200,15.95,1,0.08,0,3
24,54000,0,9.0,3,0,8525,8.59,0,0.16,0,4
25,45996,3,3.0,0,2,11500,12.53,0,0.25,1,3
24,70000,0,8.0,5,0,10000,7.74,0,0.14,0,3
26,53000,3,4.0,0,3,5000,15.95,1,0.09,1,2
29,90000,0,14.0,2,1,15000,11.11,0,0.17,0,9
28,60000,1,5.0,4,1,16000,12.18,0,0.27,0,9
22,65004,0,6.0,3,1,6500,9.25,0,0.1,0,4
37,45000,2,11.0,1,1,12000,12.21,0,0.27,0,12
37,40800,2,0.0,5,2,4000,13.49,0,0.1,1,14
31,99000,3,15.0,0,2,12000,14.26,0,0.12,1,10
36,78000,0,7.0,0,2,9600,13.98,1,0.12,1,13
22,41504,3,6.0,1,2,4800,12.99,0,0.12,0,4
32,35000,0,11.0,0,2,4000,13.61,0,0.11,1,5
34,68000,3,5.0,4,1,7200,10.99,0,0.11,0,9
44,48000,3,4.0,3,1,7500,11.49,0,0.16,0,15
24,19764,2,0.0,5,2,4800,13.61,1,0.24,1,3
22,41784,0,6.0,0,0,5000,6.03,0,0.12,0,2
27,77000,0,12.0,1,0,4900,6.03,0,0.06,0,7
23,34800,3,6.0,5,0,6600,7.49,0,0.19,0,2
39,84000,2,12.0,1,0,9875,7.51,0,0.12,0,15
23,69500,2,4.0,5,0,16800,7.51,0,0.24,0,3
45,115000,0,8.0,5,0,8000,8.94,0,0.07,0,11
35,62500,2,2.0,3,0,1600,5.42,0,0.03,0,5
26,84000,0,10.0,0,0,3000,9.63,0,0.04,0,3
23,50000,0,5.0,5,0,3600,5.99,0,0.07,0,2
23,42000,0,3.0,0,2,1800,12.99,1,0.04,1,3
24,110000,0,8.0,4,3,10000,15.62,0,0.09,1,4
25,150000,0,6.0,0,2,5000,13.16,0,0.03,1,4
25,108000,3,5.0,0,4,8000,16.77,1,0.07,0,3
31,40000,3,2.0,1,1,7000,9.62,0,0.17,0,9
26,125000,3,10.0,3,1,3000,12.21,0,0.02,0,4
25,75000,3,9.0,0,1,25000,10.36,1,0.33,0,2
25,60000,3,3.0,3,2,3000,13.47,1,0.05,1,3
22,51900,0,5.0,5,1,14100,11.49,0,0.27,0,2
25,88500,3,3.0,5,2,7200,13.47,0,0.08,1,2
28,54000,3,1.0,3,3,2000,14.42,1,0.04,0,7
28,48000,0,4.0,4,1,3000,11.99,0,0.06,0,10
32,150000,0,17.0,5,2,12000,12.99,0,0.08,1,9
58,20000,3,0.0,1,1,4000,9.99,0,0.2,0,30
28,70000,2,7.0,5,1,8000,11.49,0,0.11,0,9
23,44500,3,2.0,1,0,7000,8.0,0,0.16,0,2
35,50000,3,6.0,5,1,7200,11.99,0,0.14,0,9
28,26400,0,4.0,3,0,3000,6.17,0,0.11,0,6
24,70092,0,0.0,0,1,13950,11.14,0,0.2,0,2
28,81120,0,5.0,2,1,5200,11.49,0,0.06,0,7
34,48000,3,4.0,5,1,3000,11.83,0,0.06,0,10
26,64500,3,1.0,0,1,12000,10.99,0,0.19,0,4
37,29000,0,8.0,0,1,7750,10.99,0,0.27,0,16
29,55000,0,11.0,3,1,4000,10.99,0,0.07,0,6
31,68000,3,0.0,3,1,12000,10.99,0,0.18,0,6
28,80000,3,12.0,1,3,35000,15.62,1,0.44,0,10
33,68000,0,15.0,4,0,18000,7.9,0,0.26,0,10
23,67000,3,3.0,1,0,25000,7.9,1,0.37,0,3
24,30000,3,3.0,3,4,8000,10.99,0,0.27,1,2
24,62500,3,5.0,1,0,11500,5.79,0,0.18,0,3
29,68004,3,3.0,3,1,18000,10.0,0,0.26,0,9
22,32400,3,6.0,3,3,9250,14.46,1,0.29,1,4
22,24996,3,6.0,0,1,7000,11.86,0,0.28,0,2
24,37000,0,7.0,0,0,6250,7.14,1,0.17,0,4
29,81000,0,5.0,4,0,14000,7.66,0,0.17,0,9
21,24996,2,5.0,5,0,5000,7.51,0,0.2,0,2
32,29000,3,16.0,0,3,9450,16.29,1,0.33,0,8
31,128000,3,1.0,4,4,9600,10.99,1,0.07,1,8
25,42000,3,2.0,1,2,20000,13.47,1,0.48,0,4
28,73000,0,11.0,1,1,15000,10.99,0,0.21,0,6
23,97500,3,0.0,0,1,9600,10.37,0,0.1,0,3
33,110000,0,7.0,3,1,23800,10.25,0,0.22,0,5
22,56400,0,6.0,1,3,8400,14.91,1,0.15,0,2
23,40000,0,6.0,3,1,13200,10.99,0,0.33,0,4
38,32560,2,8.0,4,0,6000,8.94,0,0.18,0,16
34,30636,3,4.0,4,1,10000,10.37,1,0.33,0,5
40,70000,0,16.0,2,0,12000,5.79,0,0.17,0,14
21,19200,3,5.0,2,2,7000,14.35,1,0.36,0,2
39,49000,3,2.0,0,3,12000,14.59,1,0.24,0,14
23,30873,0,8.0,1,1,4200,10.99,0,0.14,0,4
29,26000,3,2.0,5,2,1500,12.99,0,0.06,1,6
23,74004,3,7.0,0,4,25000,16.35,1,0.34,0,4
26,65000,3,3.0,2,0,4200,7.29,0,0.06,0,2
47,86000,3,0.0,2,2,9000,12.87,1,0.1,0,13
25,35280,3,0.0,2,3,5000,14.96,1,0.14,0,3
25,58000,3,9.0,4,0,16000,10.99,0,0.28,0,2
28,60675,0,6.0,0,3,14000,15.62,1,0.23,1,10
41,58650,0,15.0,3,1,12000,11.14,1,0.17,0,16
22,89000,0,6.0,5,1,20000,10.99,0,0.22,0,4
23,63000,0,7.0,4,0,6800,7.66,0,0.11,0,4
25,58650,3,5.0,3,3,7500,15.37,1,0.11,0,4
25,72345,3,10.0,1,2,10000,12.99,0,0.14,0,4
28,115000,3,0.0,5,0,2850,6.54,0,0.02,0,9
35,75000,0,2.0,4,2,20000,13.49,0,0.27,1,5
46,140000,3,12.0,5,1,3725,10.99,0,0.03,0,17
22,50000,0,7.0,1,0,6400,8.0,0,0.13,0,2
25,65000,2,9.0,2,2,7000,11.66,0,0.11,1,3
26,62690,0,7.0,3,1,4400,10.99,0,0.07,0,4
23,78000,0,7.0,1,0,6150,7.88,0,0.08,0,2
30,90000,3,14.0,1,3,3600,14.91,0,0.04,0,6
24,53800,0,4.0,0,1,6000,10.99,0,0.11,0,2
22,61000,3,3.0,5,2,16000,10.99,0,0.26,1,2
23,33000,3,7.0,4,3,5500,14.54,0,0.17,1,3
25,96000,2,0.0,1,1,4000,9.88,0,0.04,0,3
26,50000,0,2.0,4,3,20000,13.3,0,0.4,0,3
21,36662,2,4.0,5,1,18000,10.25,0,0.49,0,4
25,57000,3,1.0,4,2,10000,14.27,0,0.18,1,4
35,30000,3,2.0,1,2,3000,12.53,0,0.1,1,5
28,70000,0,13.0,3,0,5000,6.99,0,0.07,0,9
27,120000,0,4.0,4,2,6000,13.79,0,0.05,0,10
27,88000,0,11.0,2,0,5000,8.9,1,0.06,0,9
32,132000,0,16.0,2,1,25000,10.99,0,0.19,0,7
27,35000,3,2.0,3,0,6000,9.32,0,0.17,0,10
29,34000,3,0.0,0,1,10000,12.53,1,0.29,0,6
22,38000,0,5.0,1,1,4200,9.25,0,0.11,0,2
23,40308,0,1.0,1,0,5000,7.68,0,0.12,0,4
22,62000,3,0.0,3,2,8400,13.47,0,0.14,1,2
29,32000,3,6.0,3,2,10800,13.57,1,0.34,0,5
36,90000,0,2.0,1,3,20000,14.61,0,0.22,1,11
26,71004,3,0.0,2,3,20000,13.36,1,0.28,1,2
24,40000,3,1.0,5,1,9000,11.99,0,0.23,0,4
22,97000,0,4.0,4,0,5000,6.99,0,0.05,0,4
24,100000,2,2.0,2,1,24000,10.99,0,0.24,0,4
28,48000,0,13.0,3,2,5000,15.27,1,0.1,1,8
25,75000,0,7.0,0,1,15000,9.99,0,0.2,0,4
40,25920,2,2.0,2,3,4750,10.99,0,0.18,0,17
27,42000,3,1.0,4,1,3000,11.83,0,0.07,0,9
24,103000,2,8.0,1,3,24000,16.77,0,0.23,0,3
27,36000,0,9.0,0,4,15200,16.35,1,0.42,1,6
27,80500,3,2.0,4,0,8000,8.49,0,0.1,0,9
31,96000,0,4.0,3,0,9600,5.99,0,0.1,0,5
23,75000,0,0.0,0,2,9500,10.99,0,0.13,1,3
26,93492,3,0.0,0,1,20000,9.45,0,0.21,0,4
26,80000,0,10.0,5,1,25000,10.99,0,0.31,0,3
25,46000,3,1.0,3,1,9500,10.99,0,0.21,0,3
23,32000,3,0.0,3,2,8500,13.16,0,0.27,1,4
23,80000,0,1.0,4,2,11000,12.73,0,0.14,0,3
26,150000,0,10.0,4,1,15000,12.21,0,0.1,0,2
25,145000,3,0.0,1,1,25000,9.99,0,0.17,0,4
28,64600,3,3.0,4,2,10000,13.48,0,0.15,1,7
52,71520,3,0.0,1,4,7000,16.82,1,0.1,1,24
30,83000,0,4.0,0,1,20000,11.11,0,0.24,0,9
21,40000,0,3.0,0,0,8000,6.92,0,0.2,0,4
25,72000,2,3.0,5,4,16000,17.14,0,0.22,1,3
31,70000,0,11.0,5,0,4500,7.9,0,0.06,0,8
47,50004,0,22.0,5,0,8000,10.99,0,0.16,0,15
46,88400,0,1.0,3,4,30000,18.39,1,0.29,0,16
24,76000,0,8.0,1,1,13500,9.99,0,0.18,0,4
32,48000,2,5.0,1,0,3000,5.79,0,0.06,0,7
24,42000,3,8.0,3,3,8000,16.29,1,0.19,0,4
28,25000,3,0.0,1,0,7000,6.92,0,0.28,0,7
23,28989,0,0.0,1,0,10000,8.0,0,0.34,0,2
37,28500,0,6.0,1,0,1800,6.76,0,0.06,0,12
26,75000,3,4.0,4,0,17500,7.9,0,0.23,0,2
30,135000,3,4.0,5,3,25000,15.21,0,0.19,0,9
32,40000,3,3.0,0,1,12000,11.89,0,0.3,0,10
29,50000,3,1.0,3,2,6500,15.96,0,0.13,0,7
32,73000,3,0.0,1,1,22400,12.69,1,0.31,0,5
28,53000,3,11.0,2,2,5500,11.03,0,0.1,0,9
28,59520,0,9.0,4,0,5000,8.59,0,0.08,0,7
25,69570,2,0.0,4,0,1500,7.74,0,0.02,0,2
44,24300,3,0.0,5,3,9750,16.77,1,0.4,0,15
27,45000,3,1.0,3,2,8000,13.85,0,0.18,0,10
24,112000,3,8.0,2,0,6400,6.62,0,0.06,0,2
22,65400,3,1.0,1,2,12000,13.06,0,0.18,0,2
36,62400,0,6.0,4,3,12000,16.89,0,0.19,1,14
22,35000,2,1.0,1,1,8000,12.69,0,0.23,0,4
21,35324,3,4.0,3,1,6000,10.99,0,0.17,0,4
35,101400,0,11.0,4,0,4500,9.32,0,0.04,0,8
31,72000,0,6.0,2,0,9800,6.62,0,0.14,0,8
26,69000,0,4.0,2,1,25000,10.99,1,0.36,0,3
24,54000,0,7.0,4,0,5000,5.42,0,0.09,0,4
26,33000,3,7.0,3,0,3000,5.99,0,0.09,0,4
30,110000,0,4.0,3,1,12000,10.74,0,0.11,0,8
29,48000,0,3.0,1,1,9000,11.99,0,0.19,0,5
33,47580,3,12.0,4,1,21000,10.99,1,0.44,0,8
26,39000,3,1.0,5,3,15000,16.07,1,0.38,1,4
22,82000,3,6.0,1,2,20000,10.99,0,0.24,1,2
35,40000,2,0.0,4,0,5000,6.92,0,0.13,0,5
28,59904,0,12.0,3,2,3000,12.53,0,0.05,1,10
27,38300,0,2.0,4,1,6000,10.99,1,0.16,0,10
21,78000,3,4.0,5,0,10000,5.99,0,0.13,0,2
24,51000,0,4.0,2,0,8500,8.94,0,0.17,0,3
23,50000,3,7.0,1,1,4800,10.37,0,0.1,0,3
24,48000,3,0.0,4,2,2400,12.99,0,0.05,1,4
26,109500,0,11.0,5,4,20000,17.56,0,0.18,0,2
23,74000,3,7.0,0,1,24000,10.99,1,0.32,0,2
23,144000,3,0.0,1,1,24250,11.83,0,0.17,0,3
24,58650,3,1.0,3,3,10000,18.25,1,0.14,0,4
36,88000,0,1.0,0,2,7750,13.23,1,0.09,0,14
23,30000,3,6.0,1,2,8500,13.49,0,0.28,0,2
33,41000,0,6.0,3,0,9000,10.99,0,0.22,0,9
23,130000,0,7.0,1,1,20000,10.62,0,0.15,0,4
22,79200,0,6.0,5,1,4750,10.25,0,0.06,0,3
27,43218,3,11.0,5,2,5300,14.65,0,0.12,1,10
21,53000,2,5.0,3,0,3000,7.51,0,0.06,0,4
23,75000,3,4.0,3,1,15000,10.99,0,0.2,0,3
24,100000,0,0.0,0,2,16000,14.72,0,0.16,0,2
23,45300,0,3.0,1,3,5550,15.37,0,0.12,1,3
25,30000,3,4.0,3,1,3000,10.99,0,0.1,0,4
32,21120,3,0.0,3,0,10000,10.99,1,0.47,0,6
25,58560,0,9.0,0,1,5000,10.59,0,0.09,0,4
29,55000,0,4.0,4,1,8000,10.0,0,0.15,0,6
27,51996,3,7.0,2,2,7600,14.17,0,0.15,0,8
23,51996,0,3.0,4,0,5000,6.92,0,0.1,0,3
37,90000,0,11.0,3,0,4000,6.62,0,0.04,0,16
31,40000,3,2.0,0,2,14600,10.99,1,0.36,1,5
23,70000,0,7.0,0,1,15000,11.14,0,0.21,0,4
31,60000,0,3.0,5,0,3600,7.68,0,0.06,0,9
24,52000,3,8.0,1,3,20000,15.65,1,0.38,1,2
29,55200,3,13.0,2,1,4000,10.59,0,0.07,0,10
27,93600,0,0.0,2,1,16000,11.58,0,0.17,0,5
22,37200,3,6.0,2,0,7000,7.9,1,0.19,0,2
24,69996,3,0.0,2,2,6000,13.06,0,0.09,0,2
23,34992,0,4.0,1,5,22550,15.96,0,0.64,1,3
26,25000,3,4.0,3,3,6500,14.09,1,0.26,1,2
21,47760,0,2.0,4,0,15000,6.03,0,0.31,0,2
23,86000,3,4.0,3,0,14000,6.62,0,0.16,0,3
29,27996,3,4.0,3,0,4000,6.92,0,0.14,0,7
27,43200,3,9.0,3,2,4000,13.48,0,0.09,0,7
29,59000,3,3.0,1,0,6000,7.88,0,0.1,0,8
44,26500,0,5.0,0,0,6200,6.03,0,0.23,0,16
41,141000,0,12.0,0,3,25000,14.96,1,0.18,0,13
31,66000,3,11.0,2,1,10500,12.69,0,0.16,0,10
26,18000,3,2.0,0,2,8500,14.27,1,0.47,0,3
27,31200,0,4.0,1,2,15000,14.27,0,0.48,1,10
35,36000,3,9.0,3,3,12000,16.29,1,0.33,0,9
